date,actual_mean_temp,actual_min_temp,actual_max_temp,average_min_temp,average_max_temp,record_min_temp,record_max_temp,record_min_temp_year,record_max_temp_year,actual_precipitation,average_precipitation,record_precipitation,station,city
2015-04-27,22.2,18.9,25.6,17.2,27.8,8.3,33.9,1978,1933,0.02,0.13,2.72,KHOU,Houston
2015-04-28,17.8,13.3,21.7,17.2,27.8,8.3,35,1978,1987,0,0.12,3.76,KHOU,Houston
2015-04-29,18.3,11.1,25.6,17.2,27.8,7.8,33.3,2008,1987,0,0.13,2.86,KHOU,Houston
2015-04-30,20,11.7,27.8,17.8,28.3,5.6,33.3,1908,1981,0,0.14,3.2,KHOU,Houston
2015-05-01,21.7,13.9,28.9,17.8,28.3,7.2,34.4,1908,1947,0,0.15,4.11,KHOU,Houston
2015-05-02,21.1,13.9,28.3,17.8,28.3,7.2,35.6,1976,1964,0,0.15,3.48,KHOU,Houston
2015-05-03,21.1,13.9,28.3,17.8,28.3,8.3,33.9,1978,1890,0,0.16,5.1,KHOU,Houston
2015-05-04,22.8,16.1,28.9,18.3,28.9,5.6,34.4,2013,1890,0,0.16,1.72,KHOU,Houston
2015-05-05,22.8,17.2,27.8,18.3,28.9,9.4,34.4,1970,1906,0.13,0.17,3.6,KHOU,Houston
2015-05-06,25.6,22.8,28.3,18.3,28.9,9.4,34.4,2013,1906,0.41,0.17,5,KHOU,Houston
2015-05-07,26.7,23.3,29.4,18.3,28.9,8.3,34.4,1891,1998,0,0.17,2.61,KHOU,Houston
2015-05-08,27.2,25,29.4,18.9,29.4,7.2,35.6,1892,1967,0,0.17,2.34,KHOU,Houston
2015-05-09,27.8,24.4,30.6,18.9,29.4,7.8,34.4,1984,1998,0,0.17,2.42,KHOU,Houston
2015-05-10,27.8,25,30.6,18.9,29.4,10.6,34.4,1984,1927,0.03,0.17,5.89,KHOU,Houston
2015-05-11,23.9,20.6,26.7,19.4,29.4,8.3,34.4,1981,1890,0.28,0.17,2.16,KHOU,Houston
2015-05-12,23.3,20.6,26.1,19.4,29.4,10,33.3,1895,1967,0.56,0.16,5.27,KHOU,Houston
2015-05-13,23.9,20,27.2,19.4,30,10,34.4,1895,1907,1.55,0.16,3.44,KHOU,Houston
2015-05-14,26.7,22.2,30.6,19.4,30,8.3,33.9,1971,1995,0.05,0.16,2.44,KHOU,Houston
2015-05-15,26.1,22.8,28.9,20,30,9.4,33.3,1890,2003,0.15,0.18,4.64,KHOU,Houston
2015-05-16,27.2,22.8,31.7,20,30,8.3,33.9,1973,2003,0,0.17,2.8,KHOU,Houston
2015-05-17,25.6,21.7,29.4,20,30.6,11.1,35,1970,1894,0.98,0.17,4.2,KHOU,Houston
2015-05-18,26.7,22.8,30,20,30.6,10,35,1976,1890,0.24,0.15,6.16,KHOU,Houston
2015-05-19,26.7,22.8,30,20,30.6,10,35,1976,2003,0.02,0.16,6.87,KHOU,Houston
2015-05-20,27.2,22.8,31.7,20.6,30.6,8.9,35,1894,2008,0.31,0.16,4.17,KHOU,Houston
2015-05-21,25,21.7,27.8,20.6,31.1,11.7,35.6,1892,2005,1.08,0.15,5.45,KHOU,Houston
2015-05-22,22.2,18.3,26.1,20.6,31.1,8.9,35.6,1892,2005,0,0.16,3.1,KHOU,Houston
2015-05-23,26.1,22.8,29.4,20.6,31.1,7.2,35,1892,1996,0.72,0.16,3.99,KHOU,Houston
2015-05-24,23.9,20.6,27.2,21.1,31.1,12.2,35,1892,1955,0.56,0.16,3.96,KHOU,Houston
2015-05-25,25,18.9,31.1,21.1,31.1,13.3,35,1979,1927,4.34,0.16,4.34,KHOU,Houston
2015-05-26,24.4,18.9,29.4,21.1,31.7,13.9,36.7,1979,2011,0.77,0.17,2.91,KHOU,Houston
2015-05-27,24.4,18.3,30,21.1,31.7,10,36.7,1901,1928,1.41,0.17,3.99,KHOU,Houston
2015-05-28,26.7,21.1,32.2,21.1,31.7,12.2,36.7,1901,1906,0,0.17,2.83,KHOU,Houston
2015-05-29,26.7,21.1,31.7,21.7,31.7,14.4,37.2,1984,1996,0.01,0.17,4.33,KHOU,Houston
2015-05-30,26.7,20.6,32.8,21.7,31.7,11.7,36.1,1984,1998,0.57,0.17,5.01,KHOU,Houston
2015-05-31,25.6,20.6,30.6,21.7,32.2,10,36.7,1889,1998,0,0.17,3.45,KHOU,Houston
2015-06-01,25.6,18.9,31.7,21.7,32.2,11.7,36.7,1984,1998,0,0.18,1.32,KHOU,Houston
2015-06-02,26.1,20,32.2,21.7,32.2,12.8,37.8,1892,2011,0,0.17,4.03,KHOU,Houston
2015-06-03,26.7,20.6,32.8,22.2,32.2,11.1,36.7,1970,1960,0,0.18,3.27,KHOU,Houston
2015-06-04,26.7,20.6,32.2,22.2,32.2,15,36.7,1970,2011,0,0.17,3.72,KHOU,Houston
2015-06-05,27.8,22.2,33.3,22.2,32.2,13.3,40.6,1970,2011,0,0.18,5.33,KHOU,Houston
2015-06-06,28.3,22.2,33.9,22.2,32.8,13.9,40.6,1970,2011,0,0.18,2.66,KHOU,Houston
2015-06-07,28.3,22.2,33.9,22.2,32.8,14.4,37.2,1970,1903,0,0.18,2.29,KHOU,Houston
2015-06-08,28.3,22.2,33.9,22.2,32.8,15.6,37.2,1977,1980,0,0.19,8.13,KHOU,Houston
2015-06-09,28.9,23.3,33.9,22.8,32.8,13.3,36.1,1996,1956,0,0.19,2.92,KHOU,Houston
2015-06-10,28.9,23.3,34.4,22.8,32.8,13.9,37.8,1955,1902,0,0.19,2.92,KHOU,Houston
2015-06-11,28.9,22.8,34.4,22.8,32.8,16.1,38.3,1976,1902,0.01,0.21,5.63,KHOU,Houston
2015-06-12,28.3,23.3,33.3,22.8,32.8,12.8,38.3,1979,1978,0,0.22,3.05,KHOU,Houston
2015-06-13,26.7,23.3,30,22.8,32.8,13.9,38.3,1979,1911,0.35,0.21,3.58,KHOU,Houston
2015-06-14,27.2,23.3,31.1,22.8,32.8,12.8,38.9,1903,1998,0.52,0.21,3.81,KHOU,Houston
2015-06-15,28.3,23.9,32.2,22.8,33.3,12.8,37.8,1903,2011,0.14,0.21,5.68,KHOU,Houston
2015-06-16,25.6,23.9,26.7,23.3,33.3,13.9,37.8,1989,1963,2.26,0.21,2.71,KHOU,Houston
2015-06-17,26.7,24.4,28.9,23.3,33.3,16.7,37.8,1989,1902,0.7,0.21,1.51,KHOU,Houston
2015-06-18,27.2,24.4,30,23.3,33.3,17.8,39.4,1969,1918,0,0.22,3.29,KHOU,Houston
2015-06-19,28.3,24.4,32.2,23.3,33.3,17.8,38.3,1912,1934,0,0.22,4.43,KHOU,Houston
2015-06-20,28.9,25,32.2,23.3,33.3,16.7,38.3,1976,1902,0.2,0.21,1.99,KHOU,Houston
2015-06-21,30,25.6,33.9,23.3,33.3,15,37.8,1976,1998,0,0.21,2.04,KHOU,Houston
2015-06-22,28.9,24.4,33.3,23.3,33.3,18.9,38.3,1912,1933,0,0.22,3.13,KHOU,Houston
2015-06-23,28.9,24.4,33.3,23.3,33.3,15.6,38.3,1904,2009,0,0.2,2.22,KHOU,Houston
2015-06-24,28.9,23.3,33.9,23.3,33.3,16.1,40,1904,2009,0,0.21,4.47,KHOU,Houston
2015-06-25,29.4,23.9,34.4,23.9,33.3,15.6,38.9,1974,2009,0,0.2,2.82,KHOU,Houston
2015-06-26,30,25,34.4,23.9,33.3,15,40.6,1974,2012,0.13,0.19,10.34,KHOU,Houston
2015-06-27,28.3,22.8,33.9,23.9,33.3,13.9,38.9,1974,1980,2.38,0.19,2.5,KHOU,Houston
2015-06-28,27.8,22.8,32.2,23.9,33.9,15,38.9,1974,2009,2.24,0.19,2.98,KHOU,Houston
2015-06-29,28.9,24.4,33.3,23.9,33.9,15,41.7,1974,2013,0,0.19,2.5,KHOU,Houston
2015-06-30,27.8,22.2,33.3,23.9,33.9,16.1,39.4,1985,1980,2.26,0.19,2.26,KHOU,Houston
2014-07-01,24.4,18.9,30,18.9,29.4,8.9,36.1,1885,1970,0.13,0.16,5.09,KIND,Indianapolis
2014-07-02,21.7,17.2,26.1,18.9,29.4,10,37.2,1904,1970,0,0.16,4.5,KIND,Indianapolis
2014-07-03,19.4,15.6,22.8,18.9,29.4,9.4,37.8,1968,1911,0,0.15,1.89,KIND,Indianapolis
2014-07-04,19.4,12.2,26.1,18.9,29.4,8.9,39.4,1968,1911,0,0.15,2.4,KIND,Indianapolis
2014-07-05,20.6,15,26.1,18.9,29.4,9.4,39.4,1972,2012,0,0.16,3.27,KIND,Indianapolis
2014-07-06,23.3,17.8,28.3,18.9,29.4,8.9,40.6,2001,2012,0.03,0.15,1.64,KIND,Indianapolis
2014-07-07,23.3,20,26.1,18.9,29.4,12.2,40.6,1894,2012,0,0.16,4.43,KIND,Indianapolis
2014-07-08,23.3,19.4,27.2,18.9,29.4,10.6,40,1984,1936,0.32,0.16,2.6,KIND,Indianapolis
2014-07-09,22.2,16.7,27.2,18.9,29.4,11.1,39.4,1952,1936,0,0.16,2.49,KIND,Indianapolis
2014-07-10,21.7,16.1,26.7,18.9,29.4,10,40.6,1963,1936,0,0.16,1.52,KIND,Indianapolis
2014-07-11,21.7,15.6,27.2,18.9,29.4,11.1,40,1945,1936,0,0.16,2.49,KIND,Indianapolis
2014-07-12,23.3,19.4,26.7,18.9,29.4,11.7,39.4,1975,1936,0.07,0.16,2.7,KIND,Indianapolis
2014-07-13,25.6,22.2,28.9,18.9,29.4,9.4,39.4,1976,1936,0,0.17,2.78,KIND,Indianapolis
2014-07-14,23.9,18.3,29.4,18.9,29.4,8.9,41.1,1975,1936,0.39,0.16,2.96,KIND,Indianapolis
2014-07-15,17.8,13.3,21.7,18.9,29.4,10.6,39.4,1967,1988,0,0.17,2.05,KIND,Indianapolis
2014-07-16,17.2,11.7,22.2,18.9,29.4,9.4,36.7,1945,1988,0,0.15,2.32,KIND,Indianapolis
2014-07-17,18.3,11.7,25,18.9,29.4,10.6,38.3,1976,2012,0,0.15,3.71,KIND,Indianapolis
2014-07-18,20,13.9,25.6,18.9,29.4,10.6,37.8,1976,1954,0,0.15,2.61,KIND,Indianapolis
2014-07-19,20,14.4,25,18.9,29.4,10,36.7,1984,1930,0,0.14,1.31,KIND,Indianapolis
2014-07-20,21.7,15.6,27.2,18.9,29.4,9.4,39.4,1947,1934,0,0.13,4,KIND,Indianapolis
2014-07-21,23.3,16.7,29.4,18.9,29.4,7.8,41.1,1944,1934,0,0.14,1.89,KIND,Indianapolis
2014-07-22,25.6,19.4,31.1,18.9,29.4,9.4,41.1,1947,1901,0,0.14,1.82,KIND,Indianapolis
2014-07-23,20.6,16.7,24.4,18.9,29.4,7.8,38.9,1947,1934,1.61,0.14,1.61,KIND,Indianapolis
2014-07-24,19.4,14.4,24.4,18.9,29.4,11.1,40.6,1947,1934,0,0.14,1.98,KIND,Indianapolis
2014-07-25,18.3,13.3,23.3,18.9,29.4,10.6,40.6,1911,1934,0,0.13,2.61,KIND,Indianapolis
2014-07-26,23.9,19.4,27.8,18.9,29.4,10.6,36.7,1911,1941,0.1,0.13,2.41,KIND,Indianapolis
2014-07-27,24.4,18.9,29.4,18.9,29.4,10.6,37.8,1962,1916,0.22,0.12,1.86,KIND,Indianapolis
2014-07-28,18.3,13.9,22.8,18.9,29.4,10.6,38.3,2013,1930,0,0.12,2.95,KIND,Indianapolis
2014-07-29,17.8,11.1,23.9,18.9,29.4,10.6,37.8,1881,1941,0.21,0.13,0.8,KIND,Indianapolis
2014-07-30,20,13.9,25.6,18.9,28.9,10.6,39.4,1965,1940,0.02,0.13,1.63,KIND,Indianapolis
2014-07-31,21.1,15,26.7,18.9,28.9,9.4,36.7,1895,1913,0,0.12,2.84,KIND,Indianapolis
2014-08-01,22.2,16.1,27.8,18.3,28.9,11.7,36.1,1971,1887,0.01,0.11,2.86,KIND,Indianapolis
2014-08-02,22.8,17.2,27.8,18.3,28.9,11.1,36.7,1927,1888,0,0.11,2.53,KIND,Indianapolis
2014-08-03,22.8,16.1,28.9,18.3,28.9,10,36.7,1965,1897,0,0.11,1.72,KIND,Indianapolis
2014-08-04,23.3,16.7,29.4,18.3,28.9,9.4,37.2,1912,1887,0,0.1,3.81,KIND,Indianapolis
2014-08-05,22.8,18.3,27.2,18.3,28.9,10.6,39.4,1974,1918,0,0.1,1.65,KIND,Indianapolis
2014-08-06,21.7,17.2,26.1,18.3,28.9,10,37.2,1994,1918,0,0.11,4.46,KIND,Indianapolis
2014-08-07,21.7,17.8,25.6,18.3,28.9,9.4,36.7,1989,1930,0,0.1,1.08,KIND,Indianapolis
2014-08-08,21.1,18.3,23.3,18.3,28.9,8.9,36.7,1989,2012,0.03,0.09,1.51,KIND,Indianapolis
2014-08-09,24.4,20,28.3,18.3,28.9,10,37.2,1884,1930,0,0.1,2.36,KIND,Indianapolis
2014-08-10,25,21.1,28.9,18.3,28.9,10,37.2,1972,1911,0.13,0.1,1.25,KIND,Indianapolis
2014-08-11,23.9,20,27.8,18.3,28.9,11.1,37.2,1967,1941,0.1,0.09,2.07,KIND,Indianapolis
2014-08-12,18.3,14.4,21.7,18.3,28.9,8.3,38.3,2004,1881,0,0.1,1.93,KIND,Indianapolis
2014-08-13,19.4,12.8,26.1,18.3,28.9,8.9,36.7,1964,1936,0,0.09,3.08,KIND,Indianapolis
2014-08-14,21.1,15,27.2,18.3,28.9,8.9,35,1964,1871,0,0.09,2.72,KIND,Indianapolis
2014-08-15,17.2,9.4,25,18.3,28.9,7.2,35.6,1979,2010,0,0.1,2.26,KIND,Indianapolis
2014-08-16,19.4,15,23.9,18.3,28.9,10,38.9,1979,1988,0.09,0.1,1.43,KIND,Indianapolis
2014-08-17,22.8,18.3,27.2,18.3,28.9,11.1,37.2,1963,1988,0.03,0.11,3.18,KIND,Indianapolis
2014-08-18,24.4,18.3,30,18.3,28.9,8.9,36.7,1963,1936,0,0.11,1.61,KIND,Indianapolis
2014-08-19,24.4,18.3,30,17.8,28.9,10,37.8,1896,1936,0.5,0.1,1.65,KIND,Indianapolis
2014-08-20,23.3,17.8,28.3,17.8,28.9,10,37.2,1897,1983,0,0.11,2.22,KIND,Indianapolis
2014-08-21,25.6,21.1,30,17.8,28.9,8.3,37.8,1950,1936,0.16,0.1,1.23,KIND,Indianapolis
2014-08-22,26.7,22.8,30,17.8,28.9,7.8,38.3,1950,1936,0.02,0.1,1.9,KIND,Indianapolis
2014-08-23,26.1,21.1,31.1,17.8,28.9,7.8,35.6,1890,1936,0.81,0.1,2.07,KIND,Indianapolis
2014-08-24,25.6,21.1,30,17.8,28.9,9.4,36.7,1927,1936,0,0.09,1.75,KIND,Indianapolis
2014-08-25,27.2,21.7,32.2,17.8,28.9,9.4,35.6,1887,1948,0.78,0.1,1.41,KIND,Indianapolis
2014-08-26,27.2,20.6,33.9,17.2,28.9,8.9,36.1,1945,1948,0.26,0.11,1.9,KIND,Indianapolis
2014-08-27,26.1,21.1,31.1,17.2,28.9,8.9,36.1,1968,1948,0,0.1,2.6,KIND,Indianapolis
2014-08-28,23.9,18.9,28.9,17.2,28.3,6.1,35.6,1986,1953,0,0.1,2.44,KIND,Indianapolis
2014-08-29,25.6,20,30.6,17.2,28.3,5,36.1,1965,1953,0,0.1,1.38,KIND,Indianapolis
2014-08-30,23.9,21.7,25.6,17.2,28.3,5.6,35,1986,1953,0.02,0.1,2.16,KIND,Indianapolis
2014-08-31,24.4,20.6,28.3,16.7,28.3,6.7,36.1,1915,1951,0.01,0.1,2.43,KIND,Indianapolis
2014-09-01,25,21.7,27.8,16.7,28.3,6.7,37.8,1987,1953,0,0.1,7.2,KIND,Indianapolis
2014-09-02,22.2,18.3,26.1,16.7,27.8,7.2,37.8,1885,1953,1,0.1,2.1,KIND,Indianapolis
2014-09-03,23.3,17.8,28.3,16.1,27.8,7.2,37.8,1952,2011,0,0.1,2.63,KIND,Indianapolis
2014-09-04,25,18.9,30.6,16.1,27.8,7.8,36.7,1952,1954,0,0.09,6.8,KIND,Indianapolis
2014-09-05,26.7,21.1,32.2,16.1,27.8,7.2,37.8,1974,1954,0.02,0.1,1.54,KIND,Indianapolis
2014-09-06,19.4,15.6,22.8,15.6,27.2,6.7,37.2,1988,1954,0,0.1,1.19,KIND,Indianapolis
2014-09-07,18.3,12.2,24.4,15.6,27.2,5.6,36.7,1988,1939,0,0.11,2.71,KIND,Indianapolis
2014-09-08,20,13.3,26.1,15.6,27.2,3.3,36.1,1986,1939,0,0.1,2.61,KIND,Indianapolis
2014-09-09,20.6,13.9,27.2,15,26.7,5,36.7,1883,1939,0,0.1,2.34,KIND,Indianapolis
2014-09-10,23.9,19.4,27.8,15,26.7,4.4,35.6,1969,2013,0.9,0.11,2.6,KIND,Indianapolis
2014-09-11,17.8,13.3,21.7,14.4,26.7,3.9,35,1917,1897,0,0.11,1.78,KIND,Indianapolis
2014-09-12,15,11.7,17.8,14.4,26.1,4.4,35.6,1955,1897,0,0.11,1.08,KIND,Indianapolis
2014-09-13,12.8,8.3,17.2,14.4,26.1,3.9,37.2,1975,1939,0,0.11,1.8,KIND,Indianapolis
2014-09-14,13.9,7.8,20,13.9,26.1,2.8,37.8,1964,1939,0,0.11,2.93,KIND,Indianapolis
2014-09-15,13.9,9.4,18.3,13.9,25.6,5.6,37.8,1974,1939,0.54,0.11,2.21,KIND,Indianapolis
2014-09-16,15,10,19.4,13.3,25.6,3.9,35.6,1984,1939,0.01,0.09,2.53,KIND,Indianapolis
2014-09-17,13.3,7.2,19.4,13.3,25,4.4,33.9,1984,1955,0,0.1,1.07,KIND,Indianapolis
2014-09-18,16.1,9.4,22.2,12.8,25,3.9,35,1959,1953,0,0.09,1.64,KIND,Indianapolis
2014-09-19,17.2,11.7,22.8,12.8,24.4,3.3,33.9,1956,1940,0,0.11,2.29,KIND,Indianapolis
2014-09-20,19.4,12.2,26.7,12.2,24.4,2.2,34.4,1991,1940,0.02,0.1,2.2,KIND,Indianapolis
2014-09-21,18.3,13.3,23.3,12.2,24.4,1.7,35.6,1875,2010,0.04,0.11,1.61,KIND,Indianapolis
2014-09-22,13.9,8.3,18.9,11.7,23.9,2.8,33.9,1999,1895,0,0.11,1.22,KIND,Indianapolis
2014-09-23,15.6,8.3,22.2,11.7,23.9,1.1,34.4,1974,2010,0,0.11,2.11,KIND,Indianapolis
2014-09-24,16.7,8.3,24.4,11.7,23.3,1.1,33.3,1887,2007,0,0.1,1.29,KIND,Indianapolis
2014-09-25,18.9,12.2,25.6,11.1,23.3,1.7,33.3,1950,1891,0,0.11,2.17,KIND,Indianapolis
2014-09-26,20.6,12.8,27.8,11.1,22.8,2.8,32.8,2001,1891,0,0.1,1.62,KIND,Indianapolis
2014-09-27,20.6,13.3,27.2,10.6,22.8,1.7,33.9,1991,1998,0,0.11,2.59,KIND,Indianapolis
2014-09-28,21.7,14.4,28.3,10.6,22.2,0.6,32.8,1942,1939,0,0.11,1.41,KIND,Indianapolis
2014-09-29,20,12.2,27.8,10,22.2,1.1,36.1,1970,1953,0,0.1,2.45,KIND,Indianapolis
2014-09-30,16.7,11.1,21.7,10,22.2,-1.1,31.7,1899,1971,0,0.11,1.88,KIND,Indianapolis
2014-10-01,17.2,9.4,24.4,10,21.7,0,31.7,1946,1897,0,0.1,2.74,KIND,Indianapolis
2014-10-02,21.7,15.6,27.2,9.4,21.7,-1.7,31.7,1974,1953,0.14,0.11,1.39,KIND,Indianapolis
2014-10-03,15,6.7,22.8,9.4,21.1,-2.8,32.2,1974,1954,0.28,0.11,2.61,KIND,Indianapolis
2014-10-04,7.2,4.4,9.4,8.9,21.1,-0.6,32.2,1987,1951,0,0.11,1.55,KIND,Indianapolis
2014-10-05,10,4.4,15,8.9,20.6,-0.6,30.6,1968,1922,0.13,0.1,2.93,KIND,Indianapolis
2014-10-06,12.8,5.6,19.4,8.9,20.6,-1.1,31.7,1980,2007,0.02,0.11,1.45,KIND,Indianapolis
2014-10-07,12.2,7.8,16.7,8.3,20.6,-2.8,32.2,1952,2007,0.33,0.1,1.65,KIND,Indianapolis
2014-10-08,13.3,6.1,20,8.3,20,-2.2,32.8,1987,2007,0,0.1,1.02,KIND,Indianapolis
2014-10-09,10.6,7.2,13.3,8.3,20,-1.1,31.1,1989,1939,0.02,0.11,1.25,KIND,Indianapolis
2014-10-10,11.1,9.4,12.2,7.8,19.4,-2.8,31.1,1964,2010,0.01,0.1,3.88,KIND,Indianapolis
2014-10-11,10,5.6,13.9,7.8,19.4,-3.3,30,1906,2010,0,0.1,1.56,KIND,Indianapolis
2014-10-12,12.2,7.2,16.7,7.8,19.4,-3.3,30,1988,1879,0.3,0.1,3.01,KIND,Indianapolis
2014-10-13,19.4,14.4,24.4,7.2,18.9,-4.4,30,1988,1975,0.57,0.1,0.92,KIND,Indianapolis
2014-10-14,16.1,12.8,19.4,7.2,18.9,-4.4,30,1979,1899,0.56,0.1,1.71,KIND,Indianapolis
2014-10-15,12.8,11.7,13.3,7.2,18.9,-2.8,30.6,1876,1897,0.18,0.1,1.14,KIND,Indianapolis
2014-10-16,13.3,10.6,16.1,7.2,18.3,-3.3,29.4,1991,1897,0,0.1,1.65,KIND,Indianapolis
2014-10-17,15,10,20,6.7,18.3,-3.3,30,1948,1950,0,0.1,1.45,KIND,Indianapolis
2014-10-18,10,7.8,12.2,6.7,18.3,-5.6,28.9,1948,1953,0.09,0.1,2.15,KIND,Indianapolis
2014-10-19,10,6.1,13.3,6.7,17.8,-3.9,29.4,1992,1953,0,0.1,1.33,KIND,Indianapolis
2014-10-20,13.9,7.8,20,6.7,17.8,-5,30,1972,1953,0.01,0.1,1.33,KIND,Indianapolis
2014-10-21,10.6,6.7,13.9,6.1,17.8,-5,30,1952,1953,0.02,0.09,1.43,KIND,Indianapolis
2014-10-22,8.9,3.3,13.9,6.1,17.2,-5,29.4,1976,1947,0,0.1,1.84,KIND,Indianapolis
2014-10-23,9.4,2.8,15.6,6.1,17.2,-4.4,30,1969,1963,0,0.09,1.57,KIND,Indianapolis
2014-10-24,11.7,4.4,18.9,5.6,16.7,-6.7,27.2,1981,1963,0,0.09,1.52,KIND,Indianapolis
2014-10-25,17.2,10,24.4,5.6,16.7,-3.9,27.8,1887,1963,0,0.09,1.54,KIND,Indianapolis
2014-10-26,12.8,5.6,20,5.6,16.7,-6.7,27.8,1962,1963,0,0.1,2.45,KIND,Indianapolis
2014-10-27,18.9,10.6,26.7,5.6,16.1,-4.4,28.3,1976,1940,0,0.1,1.71,KIND,Indianapolis
2014-10-28,14.4,7.8,21.1,5,16.1,-6.7,27.8,1976,1927,0.31,0.1,1.72,KIND,Indianapolis
2014-10-29,8.3,3.9,12.2,5,16.1,-5.6,27.2,1952,1922,0,0.1,1.16,KIND,Indianapolis
2014-10-30,6.7,1.1,11.7,5,15.6,-5.6,27.8,1895,1950,0,0.11,1.3,KIND,Indianapolis
2014-10-31,4.4,0.6,8.3,5,15.6,-4.4,27.8,1988,1950,0.2,0.1,2.01,KIND,Indianapolis
2014-11-01,2.2,-1.7,6.1,4.4,15,-4.4,27.2,1949,1950,0,0.12,1.95,KIND,Indianapolis
2014-11-02,2.8,-4.4,10,4.4,15,-8.9,25.6,1951,1961,0,0.11,3.86,KIND,Indianapolis
2014-11-03,12.2,5.6,18.9,4.4,15,-11.7,25,1951,1987,0,0.12,0.65,KIND,Indianapolis
2014-11-04,10.6,6.7,13.9,3.9,14.4,-8.9,25.6,1951,2003,0.3,0.11,1.6,KIND,Indianapolis
2014-11-05,8.3,4.4,12.2,3.9,14.4,-9.4,24.4,1991,1975,0,0.12,1.92,KIND,Indianapolis
2014-11-06,6.1,3.9,8.3,3.9,13.9,-6.7,25,1982,1975,0.09,0.12,1.2,KIND,Indianapolis
2014-11-07,4.4,0.6,7.8,3.3,13.9,-8.9,24.4,1971,1915,0,0.11,3.51,KIND,Indianapolis
2014-11-08,5.6,2.2,8.9,3.3,13.3,-10.6,24.4,1991,1999,0,0.12,1.23,KIND,Indianapolis
2014-11-09,4.4,-1.7,10.6,3.3,13.3,-8.3,24.4,1991,1999,0,0.11,1.15,KIND,Indianapolis
2014-11-10,10,3.3,16.7,2.8,12.8,-8.3,23.9,1957,1949,0,0.11,1.54,KIND,Indianapolis
2014-11-11,8.9,1.1,16.1,2.8,12.8,-7.8,24.4,1995,1927,0.06,0.12,1.63,KIND,Indianapolis
2014-11-12,-0.6,-2.8,1.1,2.8,12.2,-10,23.9,1911,1949,0,0.12,1.64,KIND,Indianapolis
2014-11-13,-4.4,-6.7,-2.8,2.2,12.2,-12.2,25,1986,1955,0,0.13,2.02,KIND,Indianapolis
2014-11-14,-3.9,-8.3,0,2.2,11.7,-11.7,24.4,1986,1971,0,0.14,4.15,KIND,Indianapolis
2014-11-15,-3.3,-8.3,1.1,2.2,11.7,-11.1,23.3,1933,1971,0,0.13,2.55,KIND,Indianapolis
2014-11-16,0,-2.2,1.7,1.7,11.1,-12.2,23.3,1883,1952,0.22,0.13,1.68,KIND,Indianapolis
2014-11-17,-6.1,-10.6,-1.7,1.7,11.1,-15.6,25,1959,1958,0,0.13,2.48,KIND,Indianapolis
2014-11-18,-10,-12.8,-7.2,1.1,10.6,-15,22.8,1880,1941,0,0.14,4.3,KIND,Indianapolis
2014-11-19,-3.3,-10,2.8,1.1,10.6,-19.4,24.4,1880,1930,0,0.13,2.74,KIND,Indianapolis
2014-11-20,-4.4,-8.3,-1.1,0.6,10,-13.3,23.9,1914,1942,0,0.13,1.73,KIND,Indianapolis
2014-11-21,-5,-11.1,0.6,0.6,9.4,-16.7,22.8,1880,1990,0,0.14,3.71,KIND,Indianapolis
2014-11-22,6.1,-1.1,13.3,0.6,9.4,-20.6,23.3,1880,1900,0.02,0.13,1.68,KIND,Indianapolis
2014-11-23,10,6.7,12.8,0,8.9,-17.2,22.8,1880,1999,1.91,0.13,1.91,KIND,Indianapolis
2014-11-24,7.8,2.2,12.8,0,8.9,-18.3,18.3,1950,1973,0.18,0.13,1.23,KIND,Indianapolis
2014-11-25,-0.6,-3.3,2.2,-0.6,8.3,-18.9,20.6,1950,1908,0,0.12,2.19,KIND,Indianapolis
2014-11-26,-1.1,-3.3,1.1,-0.6,8.3,-16.1,21.1,1898,1984,0,0.12,1.16,KIND,Indianapolis
2014-11-27,-2.2,-4.4,-0.6,-0.6,7.8,-17.2,21.1,1930,1990,0,0.12,2.03,KIND,Indianapolis
2014-11-28,-2.8,-7.2,1.1,-1.1,7.8,-16.7,20.6,1930,1909,0,0.12,1.82,KIND,Indianapolis
2014-11-29,6.7,-1.1,13.9,-1.1,7.2,-18.3,21.1,1872,1927,0,0.12,1,KIND,Indianapolis
2014-11-30,11.1,3.9,17.8,-1.7,7.2,-18.9,20,1958,1927,0.02,0.12,1.81,KIND,Indianapolis
2014-12-01,0.6,-3.3,3.9,-1.7,6.7,-15.6,21.1,1886,1970,0.02,0.1,1.39,KIND,Indianapolis
2014-12-02,-1.1,-3.3,0.6,-1.7,6.7,-19.4,23.3,1886,1982,0.01,0.11,1.84,KIND,Indianapolis
2014-12-03,2.2,-2.2,6.1,-2.2,6.1,-18.9,20.6,1929,1982,0.01,0.1,3.46,KIND,Indianapolis
2014-12-04,0,-1.7,1.7,-2.2,6.1,-15,21.1,1991,1998,0.06,0.1,0.98,KIND,Indianapolis
2014-12-05,2.8,1.1,4.4,-2.8,5.6,-13.3,21.1,1886,2001,0.98,0.11,1.14,KIND,Indianapolis
2014-12-06,1.7,-1.1,4.4,-2.8,5.6,-18.3,22.8,1977,1998,0.26,0.1,1.05,KIND,Indianapolis
2014-12-07,0.6,-3.3,3.9,-2.8,5,-21.7,18.3,1882,1951,0,0.1,1.15,KIND,Indianapolis
2014-12-08,2.2,-0.6,5,-3.3,5,-23.3,18.9,1882,1966,0.06,0.11,1.58,KIND,Indianapolis
